Name,Team,P,G,A
Danny Welbeck,Manchester United,0.0,0.0,3.0
Javier Hernández,Manchester United,11.0,4.0,0.0
Nani,Manchester United,12.0,4.0,3.0
Wayne Rooney,Manchester United,14.0,9.0,0.0
