Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adrian Aucoin D *,TB,,47,2,13,15,-17.0,77,14:11,0,2,47,4.3,,,,,,0,0,0.0
Alexander Kharitonov,TB,LW,70,11,19,30,-14.0,103,24:06,6,6,128,8.6,,,,,,0,0,0.0
Andrei Zyuzin,TB,D,80,7,14,21,-20.0,44,15:46,1,0,71,9.9,,,,,,0,0,0.0
Ben Clymer,TB,LW,34,2,4,6,-11.0,18,10:41,1,1,20,10.0,,,,,,0,0,0.0
Brian Holzinger,TB,C,64,11,27,38,-10.0,38,18:13,3,10,107,10.3,,,,,,0,0,0.0
Bryan Muir D *,TB,,14,2,2,4,-5.0,12,18:15,0,1,12,16.7,,,,,,0,0,0.0
Cory Sarich,TB,D,26,1,11,12,-8.0,25,23:33,1,8,60,1.7,,,,,,0,0,0.0
Craig Millar D *,TB,,15,1,1,2,-4.0,4,6:50,0,0,4,25.0,,,,,,0,0,0.0
Dmitry Afanasenkov,TB,RW,10,0,3,3,-7.0,15,18:34,0,2,14,0.0,,,,,,0,0,0.0
Fredrik Modin,TB,LW,82,21,41,62,-10.0,14,16:54,7,19,179,11.7,,,,,,0,0,0.0
Gordie Dwyer,TB,LW,13,0,1,1,-1.0,36,3:32,0,0,3,0.0,,,,,,0,0,0.0
Grant Ledyard D *,TB,,22,2,2,4,0.0,36,9:08,0,0,12,16.7,,,,,,0,0,0.0
Jassen Cullimore,TB,D,29,4,4,8,-3.0,97,12:34,1,2,29,13.8,,,,,,0,0,0.0
John Emmons C *,TB,,20,1,1,2,-9.0,13,9:35,0,0,18,5.6,,,,,,0,0,0.0
Kaspars Astashenko,TB,D,16,0,2,2,-1.0,8,18:33,0,0,10,0.0,,,,,,0,0,0.0
Kristian Kudroc,TB,D,19,1,3,4,-4.0,41,18:47,0,0,16,6.3,,,,,,0,0,0.0
Kyle Freadrich,TB,LW,16,1,0,1,-3.0,10,13:23,0,0,13,7.7,,,,,,0,0,0.0
Marek Posmyk,TB,D,28,0,1,1,-7.0,96,5:46,0,0,12,0.0,,,,,,0,0,0.0
Martin St. Louis,TB,RW,68,23,28,51,-26.0,66,19:56,7,10,165,13.9,,,,,,0,0,0.0
Matt Elich,TB,RW,1,0,0,0,-1.0,0,13:27,0,0,0,0.0,,,,,,0,0,0.0
Matthew Barnaby RW *,TB,,73,1,8,9,-25.0,106,18:43,0,0,66,1.5,,,,,,0,0,0.0
Maxim Galanov,TB,D,23,5,1,6,-7.0,21,13:03,3,0,25,20.0,,,,,,0,0,0.0
Mike Johnson RW *,TB,,78,18,22,40,-4.0,12,15:14,3,4,141,12.8,,,,,,0,0,0.0
Nils Ekman,TB,LW,64,4,16,20,-8.0,76,18:38,2,3,92,4.3,,,,,,0,0,0.0
Paul Mara D *,TB,,43,9,11,20,-15.0,40,15:45,2,4,72,12.5,,,,,,0,0,0.0
Pavel Kubina,TB,D,70,11,25,36,-9.0,64,16:02,3,6,87,12.6,,,,,,0,0,0.0
Petr Svoboda,TB,D,49,4,0,4,-13.0,38,8:00,0,0,32,12.5,,,,,,0,0,0.0
Ryan Johnson,TB,C,64,10,11,21,-13.0,46,14:42,3,5,99,10.1,,,,,,0,0,0.0
Sergei Gusev,TB,D,12,1,1,2,0.0,22,13:06,0,0,9,11.1,,,,,,0,0,0.0
Sheldon Keefe,TB,RW,25,0,5,5,-5.0,8,16:11,0,2,10,0.0,,,,,,0,0,0.0
Stan Drulia,TB,RW,74,1,6,7,-6.0,80,19:42,0,1,56,1.8,,,,,,0,0,0.0
Stan Neckar D *,TB,,9,1,1,2,1.0,4,11:24,0,0,8,12.5,,,,,,0,0,0.0
Steve Martins C *,TB,,16,1,1,2,-8.0,10,15:01,0,0,10,10.0,,,,,,0,0,0.0
Thomas Ziegler,TB,C,8,0,0,0,-5.0,0,8:58,0,0,7,0.0,,,,,,0,0,0.0
Todd Warriner,TB,LW,66,7,15,22,-9.0,8,11:39,0,5,103,6.8,,,,,,0,0,0.0
Total,TB,,5,0,0,0,-2.0,0,4:57,0,0,2,0.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,76,32,24,56,-1.0,48,17:15,8,11,217,14.7,,,,,,0,0,0.0
Wayne Primeau LW *,TB,,46,6,10,16,-17.0,40,23:06,2,2,58,10.3,,,,,,0,0,0.0
