Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrei Nazarov,ANA,L,79,2,4,6,-23,229,497.6962,0,0,0,0,0,63,0.03174,2,6,0.25,2000-2001
Andy McDonald,ANA,C,16,1,0,1,0,6,670.875,0,0,0,0,0,21,0.04761,1,1,0.4892,2000-2001
Antti-Jussi Niemi,ANA,D,28,1,1,2,-6,22,956.0714,0,0,0,0,0,18,0.05555,1,2,,2000-2001
Dan Bylsma,ANA,L,82,1,9,10,-12,22,704.7195,0,1,0,0,0,50,0.02,1,9,0.5,2000-2001
German Titov,ANA,C,71,9,11,20,-21,61,953.1267,1,4,0,0,0,78,0.11538,8,15,0.38938,2000-2001
Jason Marshall,ANA,D,55,3,4,7,-13,122,860.8,2,0,1,0,1,43,0.06976,0,4,0.0,2000-2001
Jeff Friesen,ANA,L,79,14,34,48,5,66,1160.6582,4,11,0,0,1,149,0.09395,10,31,0.52,2000-2001
Jim Cummins,ANA,R,79,5,6,11,-11,167,434.405,0,0,0,0,1,45,0.11111,5,11,0.28571,2000-2001
Jonas Ronnqvist,ANA,R,38,0,4,4,-7,14,637.4736,0,1,0,0,0,30,0.0,0,3,0.44554,2000-2001
Kevin Sawyer,ANA,L,9,0,1,1,-1,27,390.8888,0,0,0,0,0,6,0.0,0,1,,2000-2001
Ladislav Kohn,ANA,R,77,7,7,14,-27,86,712.4025,0,1,2,0,0,129,0.05426,5,11,0.29508,2000-2001
Marc Chouinard,ANA,C,44,3,4,7,-5,12,469.909,0,0,0,0,1,26,0.11538,3,7,0.60869,2000-2001
Marty McInnis,ANA,L,75,20,22,42,-21,40,1109.56,10,11,0,0,1,136,0.14705,10,21,0.47107,2000-2001
Matt Cullen,ANA,C,82,10,30,40,-23,38,1094.7073,4,11,0,0,1,159,0.06289,6,25,0.48037,2000-2001
Mike Crowley,ANA,D,39,1,10,11,-16,20,1041.3589,0,2,0,1,1,45,0.02222,1,9,0.0,2000-2001
Mike Leclerc,ANA,L,54,15,20,35,-1,26,1055.5,3,8,0,0,3,130,0.11538,12,24,0.2,2000-2001
Niclas Havelid,ANA,D,47,4,10,14,-6,34,1311.2978,2,5,0,1,1,69,0.05797,2,7,0.0,2000-2001
Oleg Tverdovsky,ANA,D,82,14,39,53,-11,32,1464.6097,8,28,0,1,3,188,0.07446,6,17,,2000-2001
Pascal Trepanier,ANA,D,57,6,4,10,-12,73,1007.2105,3,1,0,0,0,86,0.06976,3,6,1.0,2000-2001
Patrick Traverse,ANA,D,71,5,9,14,-10,30,1086.5915,1,5,0,0,1,62,0.08064,4,8,,2000-2001
Paul Kariya,ANA,L,66,33,34,67,-9,20,1381.9696,18,16,3,0,3,230,0.14347,12,30,0.44295,2000-2001
Pavel Trnka,ANA,D,59,1,7,8,-12,42,1206.644,0,3,0,0,0,59,0.01694,1,5,,2000-2001
Petr Tenkrat,ANA,R,46,5,9,14,-11,16,768.4565,0,5,0,1,2,79,0.06329,5,9,,2000-2001
Ruslan Salei,ANA,D,50,1,5,6,-14,70,1239.92,0,0,0,0,0,73,0.01369,1,6,,2000-2001
Samuel Pahlsson,ANA,C,76,4,5,9,-14,20,854.6973,1,0,1,0,1,59,0.06779,2,7,0.44032,2000-2001
Steve Rucchin,ANA,C,16,3,5,8,-5,0,1127.25,2,2,0,0,0,19,0.15789,1,3,0.51557,2000-2001
Teemu Selanne,ANA,R,73,33,39,72,-7,36,1275.3972,12,19,0,0,7,233,0.14163,21,41,0.625,2000-2001
Tony Hrkac,ANA,C,80,13,25,38,0,29,826.25,0,10,0,0,1,88,0.14772,13,28,0.50652,2000-2001
Vitaly Vishnevski,ANA,D,76,1,10,11,-1,99,1153.8947,0,0,0,0,0,49,0.0204,1,10,,2000-2001
