Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Benoit Gratton,CGY,C,14,1,3,4,0,14,551.1428,0,0,0,0,0,13,0.07692,1,4,0.63809,2000-2001
Bill Lindsay,CGY,L,68,1,13,14,-6,126,613.8235,0,1,0,0,0,71,0.01408,1,13,0.45454,2000-2001
Brad Werenka,CGY,D,33,1,4,5,-3,16,1081.909,0,2,0,0,0,23,0.04347,1,3,,2000-2001
Chris Clark,CGY,R,29,5,1,6,0,38,716.4482,1,0,0,0,0,43,0.11627,4,5,0.33333,2000-2001
Clarke Wilm,CGY,C,81,7,8,15,-11,69,850.7777,2,1,0,0,0,85,0.08235,5,12,0.51915,2000-2001
Cory Stillman,CGY,L,78,24,28,52,-8,51,1128.1923,10,8,0,0,4,174,0.13793,14,34,0.45549,2000-2001
Dallas Eakins,CGY,D,17,0,1,1,-1,11,738.4117,0,0,0,0,0,4,0.0,0,1,,2000-2001
Daniel Tkaczuk,CGY,C,19,4,7,11,1,14,734.2105,1,1,0,0,0,34,0.11764,3,9,0.43147,2000-2001
Dave Lowry,CGY,L,79,18,17,35,-2,47,956.5189,5,4,0,0,5,108,0.16666,13,26,0.2,2000-2001
Denis Gauthier,CGY,D,62,2,6,8,3,78,996.887,0,0,0,0,0,33,0.0606,2,8,,2000-2001
Derek Morris,CGY,D,51,5,23,28,-15,56,1550.6274,3,14,1,1,4,142,0.03521,1,9,,2000-2001
Dwayne Hay,CGY,L,49,1,3,4,-4,16,503.9387,0,0,0,0,0,39,0.02564,1,4,0.16666,2000-2001
Igor Kravchuk,CGY,D,52,1,13,14,-8,18,1370.6346,0,6,0,0,1,67,0.01492,1,7,,2000-2001
Jarome Iginla,CGY,R,77,31,40,71,-2,62,1197.8701,10,18,0,0,4,229,0.13537,21,42,0.51724,2000-2001
Jeff Cowan,CGY,L,51,9,4,13,-8,74,546.4705,2,1,0,0,1,48,0.1875,7,10,0.2,2000-2001
Jeff Shantz,CGY,C,73,5,15,20,-7,58,890.7123,0,3,0,0,0,88,0.05681,5,17,0.53538,2000-2001
Marc Savard,CGY,C,77,23,42,65,-12,46,1153.3506,10,15,1,1,5,197,0.11675,12,38,0.53047,2000-2001
Marty Murray,CGY,C,7,0,0,0,-2,0,867.5714,0,0,0,0,0,6,0.0,0,0,0.55681,2000-2001
Niklas Andersson,CGY,L,11,0,1,1,0,4,669.5454,0,0,0,0,0,8,0.0,0,1,0.25,2000-2001
Oleg Saprykin,CGY,L,59,9,14,23,4,43,730.1864,2,3,0,0,0,95,0.09473,7,18,0.5,2000-2001
Phil Housley,CGY,D,69,4,30,34,-15,24,1089.5797,0,15,0,0,0,115,0.03478,4,19,,2000-2001
Rico Fata,CGY,L,5,0,0,0,-3,6,565.4,0,0,0,0,0,6,0.0,0,0,,2000-2001
Robyn Regehr,CGY,D,71,1,3,4,-7,70,1182.6901,0,1,0,0,0,62,0.01612,1,3,0.0,2000-2001
Ron Sutter,CGY,C,21,1,3,4,4,12,709.1428,0,0,0,0,0,16,0.0625,1,4,0.53809,2000-2001
Ronald Petrovicky,CGY,R,30,4,5,9,0,54,692.9666,1,1,0,0,1,30,0.13333,3,7,0.42857,2000-2001
Steve Begin,CGY,L,4,0,0,0,0,21,364.0,0,0,0,0,0,3,0.0,0,0,,2000-2001
Tommy Albelin,CGY,D,77,1,19,20,2,22,1252.7922,1,10,0,0,0,69,0.01449,0,9,,2000-2001
Toni Lydman,CGY,D,62,3,16,19,-7,30,1236.4354,1,7,0,0,0,80,0.0375,2,10,,2000-2001
Valeri Bure,CGY,R,78,27,28,55,-21,26,1140.7435,16,11,0,1,2,276,0.09782,11,28,0.11111,2000-2001
