Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Anders Myrvold,NYI,D,12,0,1,1,-2,0,565.5,0,1,0,0,0,8,0.0,0,0,,2000-2001
Aris Brimanis,NYI,D,56,0,8,8,-12,26,935.9821,0,4,0,0,0,66,0.0,0,4,,2000-2001
Bill Muckalt,NYI,R,60,11,15,26,-4,33,822.8333,1,3,0,0,2,90,0.12222,10,22,0.14285,2000-2001
Brad Isbister,NYI,L,51,18,14,32,-19,59,1165.745,7,4,1,0,4,129,0.13953,10,20,0.45882,2000-2001
Branislav Mezei,NYI,D,42,1,4,5,-5,53,887.8571,0,1,0,0,0,29,0.03448,1,3,,2000-2001
Branislav Mezei,NYI,D,42,1,4,5,-5,53,887.8571,0,1,0,0,0,29,0.03448,1,3,,2000-2001
Claude Lapointe,NYI,C,80,9,23,32,-2,56,1120.4375,1,4,1,0,1,94,0.09574,7,23,0.50372,2000-2001
Craig Berube,NYI,L,60,0,3,3,-8,72,351.9666,0,0,0,0,0,35,0.0,0,3,0.45454,2000-2001
Dave Scatchard,NYI,C,81,21,24,45,-9,114,1009.679,4,7,0,0,5,176,0.11931,17,33,0.55143,2000-2001
Eric Cairns,NYI,D,45,2,2,4,-18,106,983.6,0,0,0,0,0,21,0.09523,2,4,0.0,2000-2001
Evgeny Korolev,NYI,D,8,0,0,0,0,6,1000.375,0,0,0,0,0,11,0.0,0,0,,2000-2001
Garry Galley,NYI,D,56,6,14,20,-4,59,1232.5892,4,8,0,0,0,94,0.06382,2,8,0.5,2000-2001
Jason Blake,NYI,L,47,5,11,16,-20,34,819.8297,1,4,1,0,0,100,0.05,3,10,0.45801,2000-2001
Jason Krog,NYI,C,9,0,3,3,4,0,632.4444,0,1,0,0,0,7,0.0,0,2,0.48333,2000-2001
Jeff Toms,NYI,L,54,3,5,8,-10,10,531.4074,0,2,0,0,0,49,0.06122,3,6,0.4145,2000-2001
Jesse Belanger,NYI,C,12,0,0,0,-5,2,352.4166,0,0,0,0,0,7,0.0,0,0,0.59574,2000-2001
Juraj Kolnik,NYI,R,29,4,3,7,-8,12,627.8965,0,0,0,0,0,38,0.10526,4,7,1.0,2000-2001
Kenny Jonsson,NYI,D,65,8,21,29,-22,30,1443.9846,5,13,0,0,0,91,0.08791,3,10,,2000-2001
Kevin Haller,NYI,D,30,1,5,6,5,56,1147.3666,0,1,0,0,0,19,0.05263,1,5,,2000-2001
Mariusz Czerkawski,NYI,R,82,30,32,62,-24,48,1123.9878,10,11,1,0,0,287,0.10452,19,39,0.5,2000-2001
Mark Lawrence,NYI,R,36,3,4,7,-9,32,591.5277,1,0,0,0,0,32,0.09375,2,6,0.5,2000-2001
Mark Parrish,NYI,R,70,17,13,30,-27,28,927.3,6,4,0,0,3,123,0.13821,11,20,0.33333,2000-2001
Mathieu Biron,NYI,D,14,0,1,1,2,12,740.9285,0,0,0,0,0,10,0.0,0,1,,2000-2001
Mats Lindgren,NYI,C,20,3,4,7,4,10,914.4,0,0,2,0,0,34,0.08823,1,4,0.48295,2000-2001
Mike Stapleton,NYI,C,52,2,6,8,-11,10,565.9807,1,1,0,0,0,31,0.06451,1,5,0.43918,2000-2001
Oleg Kvasha,NYI,C,62,11,9,20,-15,46,896.3709,0,1,0,0,0,118,0.09322,11,19,0.437,2000-2001
Ray Schultz,NYI,D,13,0,2,2,-1,40,649.8461,0,0,0,0,0,3,0.0,0,2,,2000-2001
Robert Petrovicky,NYI,C,11,0,0,0,-1,4,206.0,0,0,0,0,0,3,0.0,0,0,0.46666,2000-2001
Roman Hamrlik,NYI,D,76,16,30,46,-20,92,1512.3815,5,13,1,2,4,232,0.06896,10,25,1.0,2000-2001
Steve Martins,NYI,C,59,2,4,6,-16,33,578.8135,0,0,1,0,0,46,0.04347,1,5,0.55761,2000-2001
Steve Webb,NYI,R,31,0,2,2,1,35,386.1612,0,0,0,0,0,8,0.0,0,2,,2000-2001
Taylor Pyatt,NYI,L,78,4,14,18,-17,39,733.5128,1,2,0,0,2,86,0.04651,3,15,0.0,2000-2001
Tim Connolly,NYI,C,82,10,31,41,-14,42,1201.6951,5,14,0,0,0,171,0.05847,5,21,0.41658,2000-2001
Zdeno Chara,NYI,D,82,2,7,9,-27,157,1340.3414,0,0,1,0,0,83,0.02409,1,6,,2000-2001
