Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Brad May,PHX,L,62,11,14,25,10,107,670.6451,0,0,0,0,0,83,0.13253,11,25,0.33333,2000-2001
Brad Ralph,PHX,L,1,0,0,0,0,0,316.0,0,0,0,0,0,0,,0,0,,2000-2001
Chris Joseph,PHX,D,43,1,4,5,-11,36,986.0697,0,1,1,0,0,58,0.01724,0,3,,2000-2001
Claude Lemieux,PHX,R,46,10,16,26,1,58,1032.3695,2,8,0,0,1,99,0.10101,8,16,0.21428,2000-2001
Daniel Brière,PHX,C,30,11,4,15,-2,12,650.3666,9,3,0,0,1,43,0.25581,2,3,0.5,2000-2001
David Cullen,PHX,D,2,0,0,0,1,0,745.0,0,0,0,0,0,0,,0,0,,2000-2001
Jeremy Roenick,PHX,C,80,30,46,76,-1,114,1259.8875,13,13,0,1,7,192,0.15625,17,50,0.49099,2000-2001
Joe Juneau,PHX,C,69,10,23,33,-2,28,1045.0434,5,10,0,1,3,100,0.1,5,18,0.50476,2000-2001
Joel Bouchard,PHX,D,32,1,2,3,-8,22,867.5937,0,0,0,0,0,26,0.03846,1,3,,2000-2001
Juha Ylonen,PHX,C,69,9,14,23,10,38,857.913,0,0,1,0,1,72,0.125,8,19,0.41104,2000-2001
Jyrki Lumme,PHX,D,58,4,21,25,3,44,1303.6724,0,9,0,0,0,77,0.05194,4,16,,2000-2001
Keith Carney,PHX,D,82,2,14,16,15,86,1252.5975,0,0,0,0,0,65,0.03076,2,16,,2000-2001
Keith Tkachuk,PHX,L,76,35,44,79,3,122,1205.5657,17,13,0,0,5,271,0.12915,18,48,0.52114,2000-2001
Ladislav Nagy,PHX,L,46,8,9,17,-2,22,779.913,2,2,0,0,2,64,0.125,6,13,0.5,2000-2001
Landon Wilson,PHX,R,70,18,13,31,3,92,685.5857,2,4,0,0,3,123,0.14634,16,25,0.46153,2000-2001
Louie Debrusk,PHX,L,39,0,0,0,-5,79,289.0,0,0,0,0,0,12,0.0,0,0,,2000-2001
Mika Alatalo,PHX,L,70,7,12,19,1,22,658.7857,0,1,0,0,1,64,0.10937,7,18,0.0,2000-2001
Mike Johnson,PHX,R,76,13,30,43,-10,42,1036.4473,4,10,1,0,0,124,0.10483,8,26,0.0,2000-2001
Mike Sullivan,PHX,C,72,5,4,9,-6,16,768.25,0,0,3,0,0,59,0.08474,2,6,0.50313,2000-2001
Ossi Vaananen,PHX,D,81,4,12,16,9,90,1149.2716,0,2,0,0,2,69,0.05797,4,14,,2000-2001
Paul Mara,PHX,D,62,6,14,20,-16,54,1328.3225,2,4,0,0,1,78,0.07692,4,14,,2000-2001
Radoslav Suchy,PHX,D,72,0,10,10,1,22,1029.4861,0,0,0,0,0,33,0.0,0,8,,2000-2001
Shane Doan,PHX,R,76,26,37,63,0,89,1172.4868,6,17,1,1,6,220,0.11818,19,39,0.4,2000-2001
Stan Neckar,PHX,D,69,2,4,6,-3,71,969.3043,0,0,0,0,1,26,0.07692,2,6,,2000-2001
Tavis Hansen,PHX,R,7,0,0,0,-1,4,305.4285,0,0,0,0,0,2,0.0,0,0,1.0,2000-2001
Teppo Numminen,PHX,D,72,5,26,31,9,36,1468.1944,1,21,0,0,2,109,0.04587,4,9,,2000-2001
Todd Simpson,PHX,D,38,1,4,5,-4,86,936.7105,0,0,0,0,1,35,0.02857,1,5,,2000-2001
Travis Green,PHX,C,69,13,15,28,-11,63,965.3043,3,3,0,0,0,113,0.11504,10,22,0.54889,2000-2001
Trevor Letowski,PHX,R,77,7,15,22,-2,32,980.0649,0,1,1,0,3,110,0.06363,6,19,0.46143,2000-2001
Wyatt Smith,PHX,C,42,3,7,10,7,13,740.0238,0,0,1,0,0,40,0.075,2,8,0.40895,2000-2001
