Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexei Yashin,OTT,C,86,40,49,89,11,30,1236.1976,13,17,2,1,10,275,0.14545,25,57,0.43613,2000-2001
Andre Roy,OTT,R,66,3,5,8,1,185,275.2727,0,0,0,0,0,33,0.0909,3,8,0.5,2000-2001
Andreas Dackell,OTT,R,85,13,18,31,7,24,836.8941,1,0,0,0,3,75,0.17333,12,29,0.14285,2000-2001
Chris Phillips,OTT,D,74,3,12,15,8,31,1287.5675,2,4,0,0,0,78,0.03846,1,9,0.0,2000-2001
Colin Forbes,OTT,L,58,1,5,6,-6,46,403.3793,0,0,0,0,0,46,0.02173,1,6,0.36363,2000-2001
Curtis Leschyshyn,OTT,D,4,0,0,0,-1,0,1265.0,0,0,0,0,0,5,0.0,0,0,,2000-2001
Curtis Leschyshyn,OTT,D,65,2,7,9,5,19,1166.1692,1,1,0,0,1,51,0.03921,1,7,,2000-2001
Daniel Alfredsson,OTT,R,72,25,46,71,11,32,1135.2361,10,15,0,0,3,219,0.11415,15,46,0.5,2000-2001
David Oliver,OTT,R,7,0,0,0,0,2,337.1428,0,0,0,0,0,2,0.0,0,0,,2000-2001
Eric Lacroix,OTT,L,4,0,1,1,0,0,446.0,0,0,0,0,0,2,0.0,0,1,,2000-2001
Eric Lacroix,OTT,L,55,2,4,6,-6,43,396.4363,0,0,0,0,0,32,0.0625,2,6,0.0,2000-2001
Igor Kravchuk,OTT,D,52,1,13,14,-8,18,1370.6346,0,6,0,0,1,67,0.01492,1,7,,2000-2001
Ivan Ciernik,OTT,L,4,2,0,2,2,2,461.25,0,0,0,0,0,7,0.28571,2,2,,2000-2001
Ivan Ciernik,OTT,L,4,2,0,2,2,2,461.25,0,0,0,0,0,7,0.28571,2,2,,2000-2001
Jamie Rivers,OTT,D,46,2,4,6,6,48,839.1956,0,2,0,0,0,43,0.04651,2,4,,2000-2001
Jason York,OTT,D,78,6,16,22,8,76,1420.141,3,3,0,0,2,135,0.04444,3,16,,2000-2001
Joel Kwiatkowski,OTT,D,4,1,0,1,1,0,724.25,0,0,0,0,0,2,0.5,1,1,,2000-2001
John Emmons,OTT,C,53,2,2,4,-5,42,538.6981,0,0,0,0,0,37,0.05405,2,4,0.51789,2000-2001
Karel Rachunek,OTT,D,74,3,30,33,13,60,1257.8648,3,14,0,0,0,84,0.03571,0,15,,2000-2001
Magnus Arvedson,OTT,L,53,17,16,33,23,24,961.4716,1,0,2,0,4,80,0.2125,14,30,0.28571,2000-2001
Marian Hossa,OTT,R,85,33,44,77,20,48,1084.2235,11,12,2,1,7,261,0.12643,20,50,0.42857,2000-2001
Martin Havlat,OTT,R,77,19,23,42,4,22,827.4675,7,5,0,1,5,140,0.13571,12,28,0.3,2000-2001
Mike Fisher,OTT,C,64,7,13,20,-2,50,705.4062,0,0,0,0,3,89,0.07865,7,18,0.5,2000-2001
Mike Sillinger,OTT,C,4,0,0,0,-3,2,819.75,0,0,0,0,0,3,0.0,0,0,0.59259,2000-2001
Mike Sillinger,OTT,C,68,16,25,41,-11,48,1082.3088,1,12,0,0,2,119,0.13445,15,27,0.60337,2000-2001
Radek Bonk,OTT,C,76,23,36,59,26,54,1090.3157,5,12,2,0,3,140,0.16428,16,38,0.51112,2000-2001
Ricard Persson,OTT,D,35,1,8,9,8,35,1007.3714,0,2,0,0,1,45,0.02222,1,7,,2000-2001
Rob Zamuner,OTT,L,83,19,18,37,2,58,883.3614,1,1,2,0,4,132,0.14393,16,33,0.35329,2000-2001
Sami Salo,OTT,D,35,2,16,18,9,10,1203.1428,1,11,0,0,0,75,0.02666,1,6,,2000-2001
Sean Gagnon,OTT,D,5,0,0,0,0,13,645.2,0,0,0,0,0,0,,0,0,,2000-2001
Shane Hnidy,OTT,D,53,3,2,5,7,84,785.6037,0,0,0,0,1,47,0.06382,3,5,,2000-2001
Shawn McEachern,OTT,L,86,32,42,74,11,64,1111.686,9,10,0,0,1,239,0.13389,23,55,0.48741,2000-2001
Vinny Prospal,OTT,L,74,5,24,29,-1,22,877.527,1,8,0,0,0,136,0.03676,4,20,0.52327,2000-2001
Wade Redden,OTT,D,82,10,37,47,19,49,1523.6707,4,18,0,0,0,170,0.05882,6,25,,2000-2001
