Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Burt,WPG,D,19,1,2,3,-8.0,20,13:57,0,0,24,4.2,,,,,,0,0,0.0
Andreas Karlsson,WPG,C,82,4,13,17,-1.0,128,19:41,0,0,90,4.4,,,,,,0,0,0.0
Andrei Skopintsev,WPG,D,16,2,3,5,1.0,6,12:43,0,0,21,9.5,,,,,,0,0,0.0
Andrew Brunette,WPG,LW,64,32,39,71,-3.0,64,20:17,13,14,187,17.1,,,,,,0,0,0.0
Brad Tapper,WPG,RW,26,3,4,7,-12.0,44,13:37,0,1,43,7.0,,,,,,0,0,0.0
Brett Clark,WPG,D,23,1,2,3,-7.0,14,20:34,0,1,28,3.6,,,,,,0,0,0.0
Brian Pothier,WPG,D,2,0,0,0,-2.0,0,9:55,0,0,1,0.0,,,,,,0,0,0.0
Bryan Adams,WPG,LW,65,0,1,1,-28.0,62,17:04,0,0,26,0.0,,,,,,0,0,0.0
Chris Joseph D *,WPG,,28,1,2,3,-12.0,14,18:02,0,0,35,2.9,,,,,,0,0,0.0
Chris Tamer,WPG,D,33,3,16,19,-1.0,36,21:34,2,9,78,3.8,,,,,,0,0,0.0
Dan Snyder,WPG,C,3,0,0,0,4.0,2,20:37,0,0,0,0.0,,,,,,0,0,0.0
Darcy Hordichuk,WPG,LW,9,0,1,1,-4.0,2,9:36,0,0,3,0.0,,,,,,0,0,0.0
David Harlock,WPG,D,27,0,2,2,2.0,27,19:04,0,0,18,0.0,,,,,,0,0,0.0
Dean Sylvester,WPG,RW,46,4,8,12,-6.0,30,20:26,1,3,102,3.9,,,,,,0,0,0.0
Denny Lambert,WPG,LW,20,5,4,9,-9.0,26,13:08,2,0,44,11.4,,,,,,0,0,0.0
Donald Audette RW *,WPG,,81,29,47,76,-11.0,91,18:18,11,17,172,16.9,,,,,,0,0,0.0
Frantisek Kaberle,WPG,D,60,5,11,16,-2.0,16,12:54,0,1,83,6.0,,,,,,0,0,0.0
Gord Murphy,WPG,D,51,4,11,15,11.0,18,22:17,1,4,99,4.0,,,,,,0,0,0.0
Herbert Vasiljevs,WPG,C,43,5,6,11,-16.0,8,14:04,1,4,82,6.1,,,,,,0,0,0.0
Hnat Domenichelli,WPG,RW,63,12,16,28,-6.0,23,14:40,2,2,96,12.5,,,,,,0,0,0.0
J.P. Vigier,WPG,RW,11,0,0,0,-3.0,38,7:17,0,0,6,0.0,,,,,,0,0,0.0
Jarrod Skalde,WPG,C,19,0,3,3,-7.0,20,20:48,0,1,25,0.0,,,,,,0,0,0.0
Jeff Odgers,WPG,RW,27,3,11,14,-11.0,12,20:43,2,6,44,6.8,,,,,,0,0,0.0
Jiri Slegr D *,WPG,,69,10,11,21,-6.0,20,14:42,0,1,98,10.2,,,,,,0,0,0.0
Ladislav Kohn RW *,WPG,,67,1,7,8,-5.0,215,9:08,0,1,44,2.3,,,,,,0,0,0.0
Patrik Stefan,WPG,C,77,15,44,59,-5.0,26,16:58,6,16,104,14.4,,,,,,0,0,0.0
Per Svartvadet,WPG,C,70,9,13,22,-23.0,137,21:44,4,7,156,5.8,,,,,,0,0,0.0
Petr Buzek,WPG,D,2,0,0,0,0.0,0,6:55,0,0,2,0.0,,,,,,0,0,0.0
Sergei Vyshedkevich,WPG,D,17,1,3,4,-7.0,16,18:13,0,2,10,10.0,,,,,,0,0,0.0
Shean Donovan,WPG,RW,56,14,13,27,-3.0,22,16:16,2,2,115,12.2,,,,,,0,0,0.0
Stephen Guolla,WPG,LW,66,10,21,31,-3.0,22,14:07,0,6,93,10.8,,,,,,0,0,0.0
Steve Staios,WPG,D,63,12,11,23,-14.0,47,14:03,1,1,93,12.9,,,,,,0,0,0.0
Tomi Kallio,WPG,LW,63,15,12,27,-9.0,18,14:20,4,1,150,10.0,,,,,,0,0,0.0
Total,WPG,,5,0,0,0,2.0,8,17:26,0,0,11,0.0,,,,,,0,0,0.0
Yannick Tremblay,WPG,D,82,6,7,13,-8.0,226,8:38,0,0,67,9.0,,,,,,0,0,0.0
Yves Sarault,WPG,LW,21,4,5,9,-11.0,14,16:00,2,2,41,9.8,,,,,,0,0,0.0
