Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aaron Miller D *,LA,,72,3,2,5,-2.0,235,5:59,0,0,26,11.5,,,,,,0,0,0.0
Adam Deadmarsh RW *,LA,,56,2,7,9,8.0,38,17:03,0,0,26,7.7,,,,,,0,0,0.0
Adam Mair C *,LA,,4,1,0,1,-2.0,2,11:36,0,0,6,16.7,,,,,,0,0,0.0
Aki Berg D *,LA,,17,1,3,4,-8.0,10,10:02,0,1,27,3.7,,,,,,0,0,0.0
Andreas Lilja,LA,D,2,0,0,0,-3.0,0,14:43,0,0,1,0.0,,,,,,0,0,0.0
Bob Corkum C *,LA,,82,0,18,18,10.0,60,21:49,0,0,59,0.0,,,,,,0,0,0.0
Brad Chartrand,LA,C,11,0,1,1,1.0,4,9:21,0,0,12,0.0,,,,,,0,0,0.0
Bryan Smolinski,LA,C,82,37,51,88,10.0,66,18:42,16,29,235,15.7,,,,,,0,0,0.0
Craig Johnson,LA,LW,58,4,6,10,-12.0,18,12:59,1,0,47,8.5,,,,,,0,0,0.0
Eric Belanger,LA,C,78,11,11,22,-13.0,54,13:51,0,2,157,7.0,,,,,,0,0,0.0
Glen Murray,LA,RW,54,17,32,49,-8.0,69,28:10,9,17,223,7.6,,,,,,0,0,0.0
Ian Laperriere,LA,RW,63,4,15,19,16.0,48,18:22,0,3,72,5.6,,,,,,0,0,0.0
Jaroslav Modry,LA,D,82,6,14,20,-10.0,75,14:25,0,0,66,9.1,,,,,,0,0,0.0
Jason Blake LW *,LA,,24,3,1,4,0.0,9,8:07,0,0,16,18.8,,,,,,0,0,0.0
Jere Karalahti,LA,D,26,4,5,9,0.0,16,10:40,0,0,36,11.1,,,,,,0,0,0.0
Jozef Stumpel,LA,C,78,27,32,59,10.0,40,18:31,5,16,183,14.8,,,,,,0,0,0.0
Kelly Buchberger,LA,C,62,9,12,21,14.0,16,13:24,1,1,80,11.3,,,,,,0,0,0.0
Lubomir Visnovsky,LA,D,64,18,21,39,9.0,32,18:12,3,1,138,13.0,,,,,,0,0,0.0
Luc Robitaille,LA,LW,73,38,51,89,22.0,20,19:46,12,28,217,17.5,,,,,,0,0,0.0
Marko Tuomainen,LA,RW,11,1,0,1,0.0,4,6:44,0,0,4,25.0,,,,,,0,0,0.0
Mathieu Schneider,LA,D,63,16,39,55,20.0,14,19:35,9,9,95,16.8,,,,,,0,0,0.0
Mattias Norstrom,LA,D,79,8,10,18,5.0,141,12:02,0,0,60,13.3,,,,,,0,0,0.0
Nelson Emerson,LA,RW,59,12,17,29,11.0,12,12:39,3,1,72,16.7,,,,,,0,0,0.0
Philippe Boucher,LA,D,18,4,2,6,3.0,4,18:47,0,0,40,10.0,,,,,,0,0,0.0
Richard Brennan,LA,D,10,0,0,0,-3.0,6,6:14,0,0,5,0.0,,,,,,0,0,0.0
Rob Blake D *,LA,,73,16,35,51,0.0,56,23:04,7,20,183,8.7,,,,,,0,0,0.0
Scott Thomas,LA,RW,10,1,3,4,4.0,2,11:27,0,0,15,6.7,,,,,,0,0,0.0
Steve Kelly C *,LA,,47,0,4,4,3.0,43,14:53,0,0,31,0.0,,,,,,0,0,0.0
Steven Reinprecht C *,LA,,81,7,32,39,16.0,36,16:58,3,11,105,6.7,,,,,,0,0,0.0
Stu Grimson,LA,LW,22,2,4,6,4.0,20,18:25,2,1,40,5.0,,,,,,0,0,0.0
Tomas Vlasak,LA,C,13,0,5,5,3.0,14,22:44,0,0,10,0.0,,,,,,0,0,0.0
Total,LA,,2,0,0,0,-2.0,4,12:22,0,0,1,0.0,,,,,,0,0,0.0
