Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andre Roy RW *,TB,,23,1,2,3,-4.0,4,9:19,0,1,20,5.0,,,,,,0,0,0.0
Andrei Zyuzin D *,TB,,26,0,2,2,-4.0,60,5:05,0,0,6,0.0,,,,,,0,0,0.0
Ben Clymer,TB,LW,53,16,19,35,4.0,20,18:40,6,2,105,15.2,,,,,,0,0,0.0
Brian Holzinger,TB,C,46,0,3,3,-4.0,51,18:25,0,0,38,0.0,,,,,,0,0,0.0
Chris Dingman LW *,TB,,53,1,3,4,-5.0,12,14:35,0,2,27,3.7,,,,,,0,0,0.0
Cory Sarich,TB,D,27,6,6,12,-12.0,10,16:07,0,1,44,13.6,,,,,,0,0,0.0
Dan Boyle D *,TB,,54,14,17,31,0.0,27,19:05,2,2,141,9.9,,,,,,0,0,0.0
Dave Andreychuk,TB,LW,81,18,37,55,-11.0,38,17:31,7,17,166,10.8,,,,,,0,0,0.0
Dmitry Afanasenkov,TB,RW,4,0,0,0,-2.0,5,4:07,0,0,1,0.0,,,,,,0,0,0.0
Fredrik Modin,TB,LW,82,11,23,34,-22.0,106,23:39,5,13,189,5.8,,,,,,0,0,0.0
Gaetan Royer,TB,RW,9,0,2,2,-6.0,6,19:41,0,1,14,0.0,,,,,,0,0,0.0
Glen Metropolit C *,TB,,5,0,0,0,-1.0,0,4:54,0,0,1,0.0,,,,,,0,0,0.0
Gordie Dwyer,TB,LW,9,1,1,2,-5.0,63,8:58,0,0,6,16.7,,,,,,0,0,0.0
Grant Ledyard,TB,D,26,1,5,6,-6.0,8,11:08,0,0,22,4.5,,,,,,0,0,0.0
Jassen Cullimore,TB,D,74,3,11,14,3.0,24,13:59,0,0,99,3.0,,,,,,0,0,0.0
Jimmie Olvestad,TB,LW,41,5,15,20,-15.0,27,22:27,2,6,68,7.4,,,,,,0,0,0.0
Josef Boumedienne D *,TB,,3,0,0,0,-1.0,2,4:57,0,0,0,0.0,,,,,,0,0,0.0
Juha Ylonen F *,TB,,78,4,9,13,-1.0,58,20:06,0,0,84,4.8,,,,,,0,0,0.0
Kristian Kudroc,TB,D,2,0,0,0,-2.0,0,10:25,0,0,1,0.0,,,,,,0,0,0.0
Martin Cibak,TB,C,21,4,3,7,0.0,6,11:18,0,0,29,13.8,,,,,,0,0,0.0
Martin St. Louis,TB,RW,76,20,17,37,-18.0,61,17:08,5,9,164,12.2,,,,,,0,0,0.0
Mathieu Biron,TB,D,9,0,0,0,0.0,0,5:32,0,0,2,0.0,,,,,,0,0,0.0
Matthew Barnaby RW *,TB,,36,0,0,0,-16.0,12,14:47,0,0,35,0.0,,,,,,0,0,0.0
Nikita Alexeev,TB,RW,72,0,11,11,-4.0,105,16:05,0,0,55,0.0,,,,,,0,0,0.0
Nolan Pratt,TB,D,14,0,4,4,-8.0,26,10:43,0,0,24,0.0,,,,,,0,0,0.0
Pavel Kubina,TB,D,81,14,20,34,-10.0,36,17:25,4,6,151,9.3,,,,,,0,0,0.0
Ryan Tobler,TB,LW,3,0,0,0,-1.0,4,10:57,0,0,0,0.0,,,,,,0,0,0.0
Sascha Goc D *,TB,,2,0,0,0,0.0,0,7:49,0,0,0,0.0,,,,,,0,0,0.0
Shane Willis RW *,TB,,77,1,7,8,-18.0,24,20:31,0,0,38,2.6,,,,,,0,0,0.0
Sheldon Keefe,TB,RW,65,3,10,13,-10.0,8,15:44,0,0,75,4.0,,,,,,0,0,0.0
Stan Neckar,TB,D,48,4,4,8,-2.0,25,13:28,0,0,50,8.0,,,,,,0,0,0.0
Tim Taylor,TB,C,44,4,4,8,-9.0,8,11:26,1,0,47,8.5,,,,,,0,0,0.0
Total,TB,,29,0,0,0,-7.0,70,7:53,0,0,13,0.0,,,,,,0,0,0.0
Vincent Lecavalier,TB,C,82,21,17,38,-12.0,109,16:25,9,9,161,13.0,,,,,,0,0,0.0
Vinny Prospal,TB,LW,82,20,42,62,-18.0,13,19:47,5,14,251,8.0,,,,,,0,0,0.0
Zdeno Ciger LW *,TB,,39,6,7,13,-11.0,16,13:00,0,1,52,11.5,,,,,,0,0,0.0
