Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andreas Salomonsson,NJ,LW,15,2,7,9,-3.0,8,12:26,0,2,22,9.1,,,,,,0,0,0.0
Andrei Zyuzin D *,NJ,,10,1,2,3,-1.0,0,12:09,0,1,16,6.3,,,,,,0,0,0.0
Bobby Holik,NJ,C,75,29,32,61,4.0,36,18:58,8,10,199,14.6,,,,,,0,0,0.0
Brian Gionta,NJ,RW,14,2,9,11,2.0,4,16:21,0,3,32,6.3,,,,,,0,0,0.0
Brian Rafalski,NJ,D,76,10,38,48,-4.0,36,16:45,1,13,156,6.4,,,,,,0,0,0.0
Bruce Gardiner,NJ,RW,38,1,2,3,1.0,25,15:04,1,0,47,2.1,,,,,,0,0,0.0
Christian Berglund,NJ,RW,68,5,5,10,-9.0,10,11:09,0,0,49,10.2,,,,,,0,0,0.0
Colin White,NJ,D,16,3,3,6,-5.0,4,10:54,1,2,30,10.0,,,,,,0,0,0.0
Jamie Langenbrunner RW *,NJ,,67,3,5,8,0.0,123,7:18,1,2,33,9.1,,,,,,0,0,0.0
Jason Arnott C *,NJ,,76,16,28,44,21.0,10,17:10,5,2,133,12.0,,,,,,0,0,0.0
Jay Pandolfo,NJ,LW,82,1,16,17,15.0,44,23:18,0,1,121,0.8,,,,,,0,0,0.0
Jim McKenzie,NJ,LW,39,4,5,9,-12.0,22,13:30,1,0,58,6.9,,,,,,0,0,0.0
Jiri Bicek,NJ,LW,1,0,1,1,1.0,0,19:26,0,0,0,0.0,,,,,,0,0,0.0
Joe Nieuwendyk C *,NJ,,30,4,8,12,-2.0,18,12:53,0,0,40,10.0,,,,,,0,0,0.0
Joel Bouchard,NJ,D,1,1,0,1,-1.0,2,20:23,0,0,1,100.0,,,,,,0,0,0.0
John Madden,NJ,C,76,11,22,33,12.0,30,24:16,2,8,129,8.5,,,,,,0,0,0.0
Josef Boumedienne D *,NJ,,37,0,1,1,-12.0,30,12:37,0,0,22,0.0,,,,,,0,0,0.0
Ken Daneyko,NJ,D,14,3,3,6,2.0,23,15:27,0,0,31,9.7,,,,,,0,0,0.0
Mike Commodore,NJ,D,21,0,2,2,-3.0,25,11:38,0,0,33,0.0,,,,,,0,0,0.0
Petr Sykora,NJ,RW,81,25,29,54,7.0,97,17:43,6,10,270,9.3,,,,,,0,0,0.0
Pierre Dagenais LW *,NJ,,67,0,6,6,2.0,60,15:31,0,0,44,0.0,,,,,,0,0,0.0
Randy McKay RW *,NJ,,65,4,10,14,12.0,15,13:59,0,0,72,5.6,,,,,,0,0,0.0
Sascha Goc D *,NJ,,1,0,0,0,-1.0,0,13:10,0,0,2,0.0,,,,,,0,0,0.0
Scott Gomez,NJ,C,73,21,27,48,12.0,44,17:52,4,6,194,10.8,,,,,,0,0,0.0
Scott Niedermayer,NJ,D,63,22,19,41,3.0,59,17:12,8,5,169,13.0,,,,,,0,0,0.0
Scott Stevens,NJ,D,82,15,8,23,6.0,25,15:36,0,0,170,8.8,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,76,7,40,47,15.0,18,22:09,2,17,125,5.6,,,,,,0,0,0.0
Sergei Nemchinov,NJ,C,33,4,7,11,10.0,8,13:24,0,0,58,6.9,,,,,,0,0,0.0
Stephane Richer RW *,NJ,,42,1,3,4,0.0,4,13:20,0,0,33,3.0,,,,,,0,0,0.0
Tommy Albelin,NJ,D,73,2,3,5,6.0,133,20:06,0,0,81,2.5,,,,,,0,0,0.0
Total,NJ,,2,0,0,0,-2.0,0,19:21,0,0,2,0.0,,,,,,0,0,0.0
Turner Stevenson,NJ,RW,7,2,1,3,-1.0,2,13:15,1,0,10,20.0,,,,,,0,0,0.0
Valeri Kamensky LW *,NJ,,55,6,7,13,2.0,65,13:15,3,1,63,9.5,,,,,,0,0,0.0
