Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrei Nazarov,BOS,L,77,6,5,11,5,215,293.1818,0,0,0,0,0,56,0.10714,6,11,1.0,2001-2002
Andy Hilbert,BOS,L,6,1,0,1,-2,2,694.3333,0,0,0,0,0,11,0.0909,1,1,0.5,2001-2002
Bill Guerin,BOS,R,84,45,27,72,-3,97,1246.9523,13,9,1,2,7,380,0.11842,31,49,0.5238,2001-2002
Brian Rolston,BOS,R,88,35,32,67,10,30,1224.8636,7,11,10,1,7,364,0.09615,18,37,0.47007,2001-2002
Chris Kelleher,BOS,D,1,0,0,0,0,0,367.0,0,0,0,0,0,0,,0,0,,2001-2002
Dennis Bonvie,BOS,R,24,1,2,3,3,84,300.2083,0,0,0,0,0,5,0.2,1,3,,2001-2002
Don Sweeney,BOS,D,87,3,16,19,19,37,1198.885,1,0,0,0,0,72,0.04166,2,18,,2001-2002
Eric Manlow,BOS,C,3,0,0,0,0,0,365.3333,0,0,0,0,0,2,0.0,0,0,0.3125,2001-2002
Glen Murray,BOS,R,6,1,4,5,-1,4,1081.6666,0,1,0,0,0,22,0.04545,1,4,1.0,2001-2002
Glen Murray,BOS,R,82,41,30,71,31,40,1185.4512,9,5,0,2,9,246,0.16666,32,56,0.25,2001-2002
Gord Murphy,BOS,D,15,0,2,2,2,13,872.2,0,0,0,0,0,10,0.0,0,2,,2001-2002
Hal Gill,BOS,D,85,4,19,23,17,79,1448.2705,0,0,0,0,0,147,0.02721,4,21,,2001-2002
Ivan Huml,BOS,L,1,0,1,1,2,0,943.0,0,0,0,0,0,2,0.0,0,1,,2001-2002
Jamie Rivers,BOS,D,3,0,0,0,0,0,297.0,0,0,0,0,0,1,0.0,0,0,,2001-2002
Jamie Rivers,BOS,D,3,0,0,0,0,0,297.0,0,0,0,0,0,1,0.0,0,0,,2001-2002
Jamie Rivers,BOS,D,66,4,2,6,3,49,513.0606,1,1,0,0,1,51,0.07843,3,4,0.33333,2001-2002
Jarno Kultanen,BOS,D,38,0,3,3,-1,33,777.7368,0,0,0,0,0,31,0.0,0,3,,2001-2002
Jeff Norton,BOS,D,3,0,0,0,1,5,761.3333,0,0,0,0,0,1,0.0,0,0,,2001-2002
Jeff Norton,BOS,D,32,0,5,5,-5,10,1207.625,0,2,0,0,0,15,0.0,0,3,,2001-2002
Joe Thornton,BOS,C,72,24,50,74,7,137,1204.8055,6,19,0,2,5,166,0.14457,18,49,0.48882,2001-2002
John Emmons,BOS,C,22,0,2,2,-4,16,484.3181,0,0,0,0,0,20,0.0,0,2,0.56862,2001-2002
Jonathan Girard,BOS,D,21,0,3,3,0,11,869.7142,0,3,0,0,0,29,0.0,0,0,,2001-2002
Jozef Stumpel,BOS,L,6,0,2,2,-2,0,1003.3333,0,0,0,0,0,10,0.0,0,2,0.41836,2001-2002
Jozef Stumpel,BOS,L,81,8,50,58,22,18,1125.9876,1,7,0,1,3,100,0.08,7,50,0.49536,2001-2002
Kyle McLaren,BOS,D,42,0,8,8,-2,39,1157.0,0,0,0,0,0,59,0.0,0,5,0.0,2001-2002
Martin Lapointe,BOS,R,74,18,25,43,10,113,1039.6621,5,5,0,0,3,152,0.11842,13,33,0.5125,2001-2002
Marty McInnis,BOS,L,6,0,1,1,0,0,440.5,0,0,0,0,0,6,0.0,0,1,0.45161,2001-2002
Marty McInnis,BOS,L,79,11,17,28,-15,33,953.0126,2,5,0,0,1,157,0.07006,9,21,0.4435,2001-2002
Mike Knuble,BOS,R,56,8,6,14,9,42,571.6071,0,1,0,0,2,79,0.10126,8,13,0.44444,2001-2002
Mikko Eloranta,BOS,L,77,9,9,18,-1,56,709.4935,1,0,0,0,2,136,0.06617,8,17,0.33333,2001-2002
Nick Boynton,BOS,D,86,5,16,21,20,115,1122.9302,0,0,0,0,1,156,0.03205,5,21,,2001-2002
P.J. Axelsson,BOS,L,84,9,18,27,8,22,890.5833,0,0,3,0,1,136,0.06617,6,22,0.31578,2001-2002
P.J. Stock,BOS,C,64,1,3,4,-2,141,298.3437,0,0,0,0,0,14,0.07142,1,4,0.4628,2001-2002
Pavel Kolarik,BOS,D,13,0,0,0,0,6,405.0769,0,0,0,0,0,6,0.0,0,0,,2001-2002
Rob Zamuner,BOS,L,72,12,15,27,4,28,789.6388,1,0,2,0,0,106,0.1132,9,24,0.415,2001-2002
Scott Pellerin,BOS,L,68,4,10,14,-11,21,627.6764,0,1,0,0,0,63,0.06349,4,12,0.34375,2001-2002
Sean Brown,BOS,D,4,0,0,0,0,2,349.25,0,0,0,0,0,1,0.0,0,0,,2001-2002
Sean Brown,BOS,D,73,6,5,11,7,174,793.0273,3,0,0,0,1,64,0.09375,3,8,,2001-2002
Sean O'Donnell,BOS,D,86,3,24,27,25,93,1490.2674,1,4,0,1,2,118,0.02542,2,22,,2001-2002
Sergei Samsonov,BOS,L,80,31,43,74,19,27,1122.1125,3,12,0,0,4,218,0.1422,28,59,0.0,2001-2002
Tony Tuzzolino,BOS,R,2,0,0,0,-1,0,332.0,0,0,0,0,0,1,0.0,0,0,0.33333,2001-2002
