Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Graves,SJ,LW,82,6,27,33,13.0,57,20:07,3,16,174,3.4,,,,,,0,0,0.0
Alexander Korolyuk,SJ,RW,55,7,4,11,4.0,15,9:08,1,0,43,16.3,,,,,,0,0,0.0
Brad Stuart,SJ,D,81,17,14,31,11.0,51,15:47,1,1,139,12.2,,,,,,0,0,0.0
Bryan Marchment,SJ,D,69,9,13,22,16.0,73,9:47,0,0,66,13.6,,,,,,0,0,0.0
Gary Suter,SJ,D,73,9,30,39,7.0,50,15:56,0,7,74,12.2,,,,,,0,0,0.0
Hannes Hyvonen,SJ,RW,2,0,0,0,0.0,2,7:56,0,0,2,0.0,,,,,,0,0,0.0
Jeff Jillson,SJ,D,70,5,15,20,4.0,44,22:36,2,2,68,7.4,,,,,,0,0,0.0
Marco Sturm,SJ,LW,77,26,16,42,11.0,116,13:30,6,2,144,18.1,,,,,,0,0,0.0
Marcus Ragnarsson,SJ,D,54,9,13,22,22.0,43,8:27,0,0,63,14.3,,,,,,0,0,0.0
Mark Smith,SJ,C,32,3,7,10,2.0,14,12:16,0,1,49,6.1,,,,,,0,0,0.0
Matt Bradley,SJ,RW,72,2,20,22,22.0,178,18:47,0,0,68,2.9,,,,,,0,0,0.0
Mike Craig,SJ,RW,5,0,1,1,-2.0,2,10:23,0,0,5,0.0,,,,,,0,0,0.0
Mike Rathje,SJ,D,48,5,13,18,2.0,29,14:35,3,12,47,10.6,,,,,,0,0,0.0
Mike Ricci,SJ,C,82,29,25,54,-11.0,40,16:58,9,12,202,14.4,,,,,,0,0,0.0
Niklas Sundstrom,SJ,RW,77,21,20,41,23.0,32,15:39,4,2,174,12.1,,,,,,0,0,0.0
Patrick Marleau,SJ,C,79,19,34,53,9.0,44,17:03,5,7,115,16.5,,,,,,0,0,0.0
Scott Hannan,SJ,D,52,5,12,17,23.0,48,21:30,4,2,56,8.9,,,,,,0,0,0.0
Scott Thornton,SJ,LW,79,21,23,44,9.0,40,14:03,3,5,121,17.4,,,,,,0,0,0.0
Shawn Heins,SJ,D,49,3,3,6,-1.0,72,8:03,0,0,40,7.5,,,,,,0,0,0.0
Stephane Matteau,SJ,RW,75,2,12,14,10.0,57,20:18,0,1,68,2.9,,,,,,0,0,0.0
Steve Bancroft,SJ,D,17,0,2,2,1.0,24,9:45,0,2,20,0.0,,,,,,0,0,0.0
Teemu Selanne,SJ,RW,82,20,38,58,8.0,60,19:37,7,12,172,11.6,,,,,,0,0,0.0
Todd Harvey,SJ,LW,82,6,23,29,13.0,39,21:41,2,9,96,6.3,,,,,,0,0,0.0
Total,SJ,,6,0,0,0,-2.0,0,5:39,0,0,4,0.0,,,,,,0,0,0.0
Vincent Damphousse,SJ,LW,75,23,43,66,7.0,93,19:23,8,17,217,10.6,,,,,,0,0,0.0
