Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Alejandro Peña,31.0,NYM,NL,0.2,52.0,7.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.167,0.286,0.167,0.452,28.0,0.362,120.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Barry Lyons,30.0,NYM,NL,-0.4,24.0,83.0,80.0,8.0,19.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,9.0,0.238,0.265,0.313,0.578,59.0,0.284,64.0,25.0,2.0,1.0,0.0,0.0,0.0,2/H,
Bob Ojeda*,32.0,NYM,NL,0.0,38.0,31.0,30.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.133,0.133,0.167,0.3,-18.0,0.164,-28.0,5.0,0.0,0.0,1.0,0.0,0.0,1,
Charlie O'Brien,30.0,NYM,NL,0.3,28.0,83.0,68.0,6.0,11.0,3.0,0.0,0.0,9.0,0.0,0.0,10.0,8.0,0.162,0.272,0.206,0.477,34.0,0.268,49.0,14.0,1.0,1.0,2.0,2.0,2.0,2,
Chris Jelic,26.0,NYM,NL,0.0,4.0,11.0,11.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.091,0.091,0.364,0.455,19.0,0.36,119.0,4.0,0.0,0.0,0.0,0.0,0.0,/7H,
Chuck Carr#,22.0,NYM,NL,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.13,-136.0,0.0,0.0,0.0,0.0,0.0,0.0,/H7,
Dan Schatzeder*,35.0,NYM,NL,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Darren Reed,24.0,NYM,NL,0.4,26.0,42.0,39.0,5.0,8.0,4.0,1.0,1.0,2.0,1.0,0.0,3.0,11.0,0.205,0.262,0.436,0.698,89.0,0.312,79.0,17.0,0.0,0.0,0.0,0.0,0.0,H/897,
Darryl Strawberry*,28.0,NYM,NL,6.3,152.0,621.0,542.0,92.0,150.0,18.0,1.0,37.0,108.0,15.0,8.0,70.0,110.0,0.277,0.361,0.518,0.879,140.0,0.39,142.0,281.0,5.0,4.0,0.0,5.0,15.0,*9/H,"AS,MVP-3,SS"
Daryl Boston*,27.0,NYM,NL,1.5,115.0,396.0,366.0,65.0,100.0,21.0,2.0,12.0,45.0,18.0,7.0,28.0,50.0,0.273,0.328,0.44,0.768,110.0,0.353,112.0,161.0,7.0,2.0,0.0,0.0,2.0,*8H/7,
Dave Liddell,24.0,NYM,NL,0.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,454.0,0.904,509.0,1.0,0.0,0.0,0.0,0.0,0.0,/2H,
